train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
2.463632811290181,0.3571193463444858,0.3571013808250427,1.5563095269593163,0.5207946096654275,0.5207946300506592
1.045516010332285,0.6828086276332095,0.6828057169914246,0.9274882266512591,0.710618029739777,0.7106179594993591
0.6915786477380526,0.782427199504337,0.7824280858039856,0.6571896029116939,0.7927509293680297,0.7927509546279907
0.5476468894145967,0.824661167905824,0.8246587514877319,0.5318349596514578,0.8319005576208178,0.8319005370140076
0.44799486708353,0.857826053283767,0.8578274846076965,0.43059601138958703,0.8641960966542751,0.8641961216926575
0.3948344382661703,0.8727056226765799,0.8726982474327087,0.3365349480709179,0.8903345724907064,0.8903345465660095
0.33878317150913984,0.8903287639405204,0.8903282284736633,0.40838575872789973,0.8732574349442379,0.8732574582099915
0.31847419379950676,0.8964277416356877,0.8964275121688843,0.38126173247081196,0.8863847583643123,0.8863847851753235
0.2745655832680628,0.9082152261462206,0.908219575881958,0.36554462335255955,0.88557156133829,0.8855715394020081
0.25495856900121255,0.9161497057001239,0.9161487221717834,0.2179738190856011,0.9316914498141264,0.9316914677619934
