train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1.8143807451299576,0.48545707668785226,0.4854487478733063,1.679841497209337,0.5229166666666667,0.5228856801986694
0.7614109251911312,0.7640201537954191,0.7640138864517212,0.5028501490751902,0.8438657407407407,0.84375
0.4215497777807668,0.8633725941359875,0.8633749485015869,0.5457708630296919,0.8340277777777778,0.8336431384086609
0.3211295888049452,0.8946272784506535,0.894626796245575,0.3570540898927936,0.8854166666666666,0.8854553699493408
0.2270962600094235,0.9253835516848542,0.9253848195075989,0.25859468822126036,0.9168981481481482,0.9170538783073425
0.16714891392155984,0.9444702602230484,0.9444669485092163,0.42167786265964863,0.8766203703703703,0.8765102028846741
0.12373507038091196,0.9578261781988247,0.9578274488449097,0.3120652109384537,0.9081018518518519,0.9078763723373413
0.12686479077795623,0.9571029200143902,0.9571013450622559,0.14423580981653045,0.9568287037037037,0.9569005370140076
0.1040714951803333,0.9661633214414199,0.9661632180213928,0.18492014526768966,0.9434027777777778,0.9434247016906738
0.09196830958172984,0.9675592472118959,0.9675573706626892,0.17359078111196005,0.9450231481481481,0.9449349641799927
